title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelid,final_1688_link,price judge,上传日期,itemid,最大价格,同款要求,空置，该列请勿删除，否则会导致数据错乱,l4
9月化妆品热销常规品- 【MENOW】MENOW熊猫粉饼 – 控油、柔滑肌肤、均匀肤色 21克,P03 21g,9.43 ,https://cf.shopee.vn/file/vn-11134207-81ztc-moxpmipa8iz186,http://shopee.vn/product/1733439258/41281348069,Makeup,面部彩妆,IVCN2026082411783,'380997605801,https://detail.1688.com/offer/668987272726.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41281348069,9.43 ,100%同款,,蜜粉
9月化妆品热销常规品- 【MENOW】MENOW熊猫粉饼 – 控油、柔滑肌肤、均匀肤色 21克,🔥P01 9g🔥,7.87 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqbplwedaolcca,http://shopee.vn/product/1733439258/41281348069,Makeup,面部彩妆,IVCN2026082411783,'426167238507,https://detail.1688.com/offer/668987272726.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41281348069,7.87 ,100%同款,,蜜粉
9月化妆品热销常规品- 【MENOW】MENOW熊猫粉饼 – 控油、柔滑肌肤、均匀肤色 21克,P05 9g,7.13 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqbplqh7uo0f55,http://shopee.vn/product/1733439258/41281348069,Makeup,面部彩妆,IVCN2026082411783,'426167238510,https://detail.1688.com/offer/668987272726.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41281348069,7.13 ,100%同款,,蜜粉
9月化妆品热销常规品- SACE LADY 防水睫毛膏，适合长卷发，持久定型。,01 Máscara para cílios,4.20 ,https://cf.shopee.com.br/file/cn-11134207-820l4-mp7evgjvvpxr39,http://shopee.com.br/product/1613760239/41320506953,Makeup,眼部彩妆,IVCN2026082411787,'277680313411,https://detail.1688.com/offer/974729536347.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'41320506953,4.20 ,100%同款,,睫毛膏
9月化妆品热销品牌品- [Hannah Olala x NARS] NARS腮红/无滑石粉腮红 4.8克,NEVER ENOUGH,29.00 ,https://cf.shopee.vn/file/vn-11134207-820l4-miwptz6kphc0ef,http://shopee.vn/product/1679132482/41327749933,Makeup,面部彩妆,IVCN2026082411789,'360394655945,https://detail.1688.com/offer/1072090444747.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'41327749933,29.00 ,100%同款,,腮红
9月化妆品热销常规品- Judydoll 橙花小钢管眼影黑色立体卷翘自然防水超细金属小钢管眼影黑色眼妆,6 ° Curling 01 Black,6.70 ,https://cf.shopee.ph/file/sg-11134201-7ravc-mapldexxl1pv9b,http://shopee.ph/product/1516151462/41353559401,Makeup,眼部彩妆,IVCN2026082411791,'295297622164,链接失效,1688三档价,2026/8/24,'41353559401,6.70 ,100%同款,,睫毛膏
9月化妆品热销常规品- TFIT Cover Up Pro 遮瑕膏，TFIT 遮瑕膏，便捷的三色罐装 - TFIT HCM,03 Cool,5.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqvorf4u9o1z83,http://shopee.vn/product/1483795712/41508465508,Makeup,面部彩妆,IVCN2026082411793,'281238579495,https://detail.1688.com/offer/842235242043.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41508465508,5.00 ,100%同款,,遮瑕
9月化妆品热销常规品- TFIT Cover Up Pro 遮瑕膏，TFIT 遮瑕膏，便捷的三色罐装 - TFIT HCM,01 Neutral,4.46 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mqvppr59ze9s4d,http://shopee.vn/product/1483795712/41508465508,Makeup,面部彩妆,IVCN2026082411793,'281238579493,https://detail.1688.com/offer/982804513188.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'41508465508,4.46 ,100%同款,,遮瑕
9月化妆品热销品牌品- AZTK 自然持久防水液体腮红膏 5ml,"JC04,JC09",28.51 ,https://cf.shopee.vn/file/cn-11134207-7ras8-mdtzlvtsc6b7e6,http://shopee.vn/product/1431102203/41514991684,Makeup,面部彩妆,IVCN2026082413930,'287720993150,https://detail.1688.com/offer/815769200463.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417877181157892278e0d62&token=cprj6Jru6dbPnLM0ybkoQoOtr3ojOdFC%2B3AC9cELBToDz5ZhFUwYiYjDooPd34ef,1688三档价,2026/8/24,'41514991684,28.51 ,相似款,,腮红
9月化妆品热销常规品- 2支装 FOCALLURE 0.1MM 超锋利刀头眉笔 防水防晕染 高显色度,【2 PCS】#BR01+GR01,14.00 ,https://cf.shopee.ph/file/ph-11134207-81ztm-mhabv8f6vf2iac,http://shopee.ph/product/871597727/41576611388,Makeup,眼部彩妆,IVCN2026082411796,'310167020017,https://detail.1688.com/offer/1047436259857.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41576611388,14.00 ,100%同款,,眉笔、眉粉
9月化妆品热销常规品- Bbia Last Velvet 唇釉 5g 哑光液体唇膏 - 所有颜色均有售 - MinhAnh,BBIA 02,12.33 ,https://cf.shopee.vn/file/sg-11134201-824hm-mezvx8akwq2y78,http://shopee.vn/product/1449760575/41620786332,Makeup,唇部彩妆,IVCN2026082411798,'39590737680,https://detail.1688.com/offer/896908315493.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717877172686713049e102b&token=QAtRatVFnCunpgvvLyRThcC4lIrMjkH0KEt9H20Q%2FJHNCovdQuiIsDK%2F%2BiRIkUQT,1688三档价,2026/8/24,'41620786332,12.33 ,100%同款,,唇釉
9月化妆品热销品牌品- SKYKO 二合一眼线笔 双头印章防水持久 - 2 色,01 Black,4.60 ,https://cf.shopee.com.my/file/cn-11134207-820l4-mj8426b2p151fd,http://shopee.com.my/product/1250937159/41666850607,Makeup,眼部彩妆,IVCN2026082411800,'271390444229,https://detail.1688.com/offer/858974152939.html?spm=a26352.b28411319.offerlist.73.17a11e62dRSCzW,1688三档价,2026/8/24,'41666850607,4.60 ,100%同款（LFF）,,眼线
9月化妆品热销常规品- [BILL SEPHORA US] Huda Beauty Easy Bake 烘焙粉,Cherry Blossom full,16.56 ,https://cf.shopee.vn/file/vn-11134207-820l4-mijsm06yfu2qf4,http://shopee.vn/product/84680744/41677420033,Makeup,面部彩妆,IVCN2026082411802,'405330488854,https://detail.1688.com/offer/1039478375128.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41677420033,16.56 ,相似款,,蜜粉
9月化妆品热销常规品- KIMUSE 72小时眉毛染色凝胶，即时半永久防水持久高显色眉胶,#01-BLACK BROWN,3.75 ,https://cf.shopee.ph/file/ph-11134207-81ztf-mezg0y6j74zsaa,http://shopee.ph/product/1545327396/41720714478,Makeup,眼部彩妆,IVCN2026082411804,'224526160734,https://detail.1688.com/offer/740057988149.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i17&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41720714478,3.75 ,100%同款（LFF）,,眉笔、眉粉
9月化妆品热销品牌品- [Pyunkang Yul] 深层卸妆膏 - 温和不堵塞毛孔 100ml,100ml,6.20 ,https://cf.shopee.vn/file/sg-11134207-825aw-mrbcbzgqhjpe27,http://shopee.vn/product/1469651279/41751528250,Makeup,卸妆用品,IVCN2026082411806,'366302066557,https://detail.1688.com/offer/963033330186.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17877154957685888e0f85&token=GP8cWI6ATYeKQs5NasdfuTHzZtw3fLDssc2o4dN1VmRr4s7S%2F9sLzaQ%2FyjQfEHfm,1688三档价,2026/8/24,'41751528250,6.20 ,100%同款,,卸妆用品
9月化妆品热销常规品- Frankly 深层清洁油 200毫升,Frankly Deep Cleansing Oil 200ml,5.00 ,https://cf.shopee.ph/file/cn-11134207-820l4-mriroyhecxs7d1,http://shopee.ph/product/1244791623/41803803663,Makeup,卸妆用品,IVCN2026082411808,'265321488997,https://detail.1688.com/offer/660128120545.html?spm=a26352.13672862.offerlist.39.60ba520erNHedV&offerId=660128120545&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=f859aa2334634a0eb3121b474e49fd3d&skuId=5748880519027&forcePC=1787714913389,1688三档价,2026/8/24,'41803803663,5.00 ,相似款,,卸妆用品
9月化妆品热销常规品- CARSLAN控油蜜粉——24小时持久控油，遮瑕力强，小巧便携，尽显奢华质感。8克,PN Kiềm Dầu- Tím 2.0,31.03 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mma4chy4dl38a1,http://shopee.vn/product/1583962209/41808047701,Makeup,面部彩妆,IVCN2026082411810,'420688340667,,爆品竞价,2026/8/24,'41808047701,31.03 ,相似款,,蜜粉
9月化妆品热销品牌品- [HANNAH OLALA] JUDYDOLL 四色高光修容盘 9克,#01,6.90 ,https://cf.shopee.vn/file/vn-11134201-7ra0g-mafoaep4e6q4ae,http://shopee.vn/product/1146758195/41819225578,Makeup,面部彩妆,IVCN2026082411812,'99233887740,https://detail.1688.com/offer/1007011276986.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17877147907853983e0ec5&token=xNtRHlaBMatfKO%2FOvEZXWddOr%2FeSrV15UAys1YbfxIZ6optkLxnJcu02Na5kA5kK,1688三档价,2026/8/24,'41819225578,6.90 ,100%同款,,高光与修容
9月化妆品热销品牌品- MISTINE 暹罗彩虹气垫粉底液 12 小时 - 全天控油，持久不脱妆，防水防汗 - 1 盒原装 13 克,LF100-Da hỗn hợp,23.15 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mkku8lajpr0jca,http://shopee.vn/product/1296146804/41828998237,Makeup,面部彩妆,IVCN2026082411814,'310600873333,https://detail.1688.com/offer/1057979567913.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41828998237,23.15 ,100%同款,,BB霜与CC霜
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM21 Quế Đỏ Nâu,12.46 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modser61ab63cf,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089976,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,12.46 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM15 Hồng Đào San Hô,13.28 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modsegfkobgh3c,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089982,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,13.28 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM23,4.63 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modsesvp4g7j81,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089990,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,4.63 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM24 Hồng Nude Trầm,10.00 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modseukr3z7yaa,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089997,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,10.00 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM07 Đỏ nâu,4.38 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modsdud12ozl37,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089986,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,4.38 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM20,4.37 ,https://cf.shopee.vn/file/vn-11134207-81ztc-mr78rxuaht6u5a,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089996,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,4.37 ,100%同款,,口红
9月化妆品热销品牌品- Shero INTO YOU 泥状唇膏 - 质地柔软轻盈，哑光，易于晕染，不拔干，适用于唇部和脸颊，2克,EM05 Cam Đào Trà,4.04 ,https://cf.shopee.vn/file/vn-11134207-81ztc-modsdr76hzime4,http://shopee.vn/product/1777495959/41830986855,Makeup,唇部彩妆,IVCN2026082411816,'410938089985,https://detail.1688.com/offer/1000713599739.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41830986855,4.04 ,100%同款,,口红
9月化妆品热销品牌品- Bruna Tavares BT Vinyl唇膏 2.8毫升,LAURA,22.73 ,https://cf.shopee.com.br/file/sg-11134201-8258l-mg3v3sx9m3gvbd,http://shopee.com.br/product/322432427/41875370653,Makeup,唇部彩妆,IVCN2026082411824,'234591248277,https://detail.1688.com/offer/990774746454.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41875370653,22.73 ,相似款,,口红
9月化妆品热销品牌品- Bruna Tavares BT Vinyl唇膏 2.8毫升,SARA,39.41 ,https://cf.shopee.com.br/file/sg-11134201-8258u-mg3v3s6w7tama3,http://shopee.com.br/product/322432427/41875370653,Makeup,唇部彩妆,IVCN2026082411824,'234591248278,https://detail.1688.com/offer/990774746454.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'41875370653,39.41 ,相似款,,口红
9月化妆品热销常规品- Bella ‘N Beauty 哑光液体唇膏,Cabin Crew,7.00 ,https://cf.shopee.ph/file/ph-11134207-820l7-mr8t3xit68zlb5,http://shopee.ph/product/1714915884/41930425491,Makeup,唇部彩妆,IVCN2026082411827,'365862704547,https://detail.1688.com/offer/1052644048168.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41930425491,7.00 ,相似款（LFF）,,口红
9月化妆品热销常规品- Bella ‘N Beauty 哑光液体唇膏,Bella,7.00 ,https://cf.shopee.ph/file/ph-11134207-820l7-mr8t3xit68zlb5,http://shopee.ph/product/1714915884/41930425491,Makeup,唇部彩妆,IVCN2026082411827,'365862704544,https://detail.1688.com/offer/1052644048168.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41930425491,7.00 ,相似款（LFF）,,口红
9月化妆品热销常规品- Bella ‘N Beauty 哑光液体唇膏,Soft Landing,7.00 ,https://cf.shopee.ph/file/ph-11134207-820l7-mr8t3xit68zlb5,http://shopee.ph/product/1714915884/41930425491,Makeup,唇部彩妆,IVCN2026082411827,'365862704545,https://detail.1688.com/offer/1052644048168.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41930425491,7.00 ,相似款（LFF）,,口红
9月化妆品热销常规品- Bella ‘N Beauty 哑光液体唇膏,Runway Red,7.00 ,https://cf.shopee.ph/file/ph-11134207-820l7-mr8t3xit68zlb5,http://shopee.ph/product/1714915884/41930425491,Makeup,唇部彩妆,IVCN2026082411827,'365862704548,https://detail.1688.com/offer/1052644048168.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41930425491,7.00 ,相似款（LFF）,,口红
9月化妆品热销常规品- Bella ‘N Beauty 哑光液体唇膏,Boarding Pass,7.00 ,https://cf.shopee.ph/file/ph-11134207-820l7-mr8t3xit68zlb5,http://shopee.ph/product/1714915884/41930425491,Makeup,唇部彩妆,IVCN2026082411827,'365862704546,https://detail.1688.com/offer/1052644048168.html?spm=a26352.b28411319/2508.0.0,1688三档价,2026/8/24,'41930425491,7.00 ,相似款（LFF）,,口红
9月化妆品热销品牌品- Wet n Wild ColorIcon唇线笔,Chest Nut,6.00 ,https://cf.shopee.com.my/file/sg-11134201-7rdy0-mcae6jnp2nr57f,http://shopee.com.my/product/1575942337/41958811751,Makeup,唇部彩妆,IVCN2026082411833,'265741341111,https://detail.1688.com/offer/901904486000.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'41958811751,6.00 ,100%同款（LFF）,,唇线笔
9月化妆品热销品牌品- Cheeryep 16色眼影盘 - 柔滑易晕染，打造惊艳夏日妆容 - 限量版,#20 Pháo Hoa (Bản Thường),47.01 ,https://cf.shopee.vn/file/cn-11134207-820l4-mozi8d307ea4a5,http://shopee.vn/product/1325307733/41963746004,Makeup,眼部彩妆,IVCN2026082411835,'385969879575,https://detail.1688.com/offer/1054243680118.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417877120577287456e0f09&token=Qg3TfPV2bdWWprkMIxngPqq4%2BeH4cx2eieZb85gKzwGRK2tsMIWenQg43wwy46w%2F,1688三档价,2026/8/24,'41963746004,47.01 ,相似款,,眼影
9月化妆品热销常规品- ARTMISS 定妆粉饼 30g – 持久妆效，美丽动人，无惧时光，24 小时控油,T02- Phấn Phủ Có Nhũ,10.29 ,https://cf.shopee.vn/file/vn-11134207-7ra0g-ma9exa4z7tdv4b,http://shopee.vn/product/867739427/42102309948,Makeup,面部彩妆,IVCN2026082411837,'285190006630,https://detail.1688.com/offer/630145252670.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'42102309948,10.29 ,相似款,,蜜粉
9月化妆品热销品牌品- Chu Chu Beauty Doll Me Up 唇膏笔,DRAMA QUEEN,3.20 ,https://cf.shopee.ph/file/ph-11134207-81ztk-mf6zbv2rz8cp34,http://shopee.ph/product/584488812/42122142267,Makeup,唇部彩妆,IVCN2026082411839,'306799705723,https://detail.1688.com/offer/1040207886648.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'42122142267,3.20 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- Chu Chu Beauty Doll Me Up 唇膏笔,BOSS BABE,3.20 ,https://cf.shopee.ph/file/ph-11134207-81ztl-mf6zbyfr277saa,http://shopee.ph/product/584488812/42122142267,Makeup,唇部彩妆,IVCN2026082411839,'306799705724,https://detail.1688.com/offer/1040207886648.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'42122142267,3.20 ,100%同款（LFF）,,口红
9月化妆品热销品牌品- 【直播】OSITREE 亮白遮瑕提亮妆前乳 25g,Kem lót tím 3.0 25g,15.38 ,https://cf.shopee.vn/file/cn-11134207-820l4-mo52ln1i641w0c,http://shopee.vn/product/850624476/42180768650,Makeup,面部彩妆,IVCN2026082411842,'335903750755,https://detail.1688.com/offer/1052886903318.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42180768650,15.38 ,相似款,,妆前乳
9月化妆品热销常规品- PAYDAY KI/KO 唇膏无限双效液体唇膏 Milano 彩妆唇彩唇膏组合 103 108 KIKO,108 Satin CurrantRed,30.00 ,https://cf.shopee.ph/file/my-11134207-7r98x-luha357ns38z82,http://shopee.ph/product/1697614758/42327129006,Makeup,唇部彩妆,IVCN2026082411844,'390276385887,https://detail.1688.com/offer/1050020947732.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42327129006,30.00 ,100%同款,,唇蜜
9月化妆品热销品牌品- 【直播】Athé Pebble 贴肤气垫粉底液 3合1，打造柔滑妆效 SPF50+ PA++++,1.5 Nu Vanilla,65.41 ,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7bpydyo2k8s9b,http://shopee.vn/product/1489007872/42371531385,Makeup,面部彩妆,IVCN2026082411846,'301755174851,,爆品竞价,2026/8/24,'42371531385,65.41 ,相似款,,粉底
9月化妆品热销常规品- Gella 的提亮高光,#D02 Trắng lì,2.62 ,https://cf.shopee.vn/file/vn-11134207-81ztc-moukyn6xlrls82,http://shopee.vn/product/43898831/42381303083,Makeup,面部彩妆,IVCN2026082411848,'109607529216,,爆品竞价,2026/8/24,'42381303083,2.62 ,相似款,,高光与修容
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,04 Charm,19.32 ,https://cf.shopee.ph/file/ph-11134207-7ra0i-mdmv24vmq4fv8a,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034962,https://detail.1688.com/offer/1001264984840.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42464085551,19.32 ,相似款（LFF）,,唇蜜
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,08 Sun N Moon,16.82 ,https://cf.shopee.ph/file/ph-11134207-7ra0l-mdmv2ja7n8fea4,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034967,https://detail.1688.com/offer/998440139780.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHUEVKHKFMUIQ2NLJNEONBUIRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEQQK2KRJU4SSXI42FSVCNLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,2026/8/24,'42464085551,16.82 ,相似款（LFF）,,唇蜜
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,11 Oracle,19.36 ,https://cf.shopee.ph/file/ph-11134207-7ra0l-mdmv2ya5qi2jba,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034960,https://detail.1688.com/offer/998440139780.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHUEVKHKFMUIQ2NLJNEONBUIRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEQQK2KRJU4SSXI42FSVCNLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,2026/8/24,'42464085551,19.36 ,相似款（LFF）,,唇蜜
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,03 Ritual,15.35 ,https://cf.shopee.ph/file/ph-11134207-820la-mqbx3rdqb47i1a,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034964,https://detail.1688.com/offer/999697250419.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,2026/8/24,'42464085551,15.35 ,相似款（LFF）,,唇蜜
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,05 Arcane,21.11 ,https://cf.shopee.ph/file/ph-11134207-7ra0n-mdmv28suzg8rf3,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034965,https://detail.1688.com/offer/998440139780.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHUEVKHKFMUIQ2NLJNEONBUIRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEQQK2KRJU4SSXI42FSVCNLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,2026/8/24,'42464085551,21.11 ,相似款（LFF）,,唇蜜
9月化妆品热销品牌品- TIME PHORIA-永恒哑光唇膏 4ML 防水持久不脱色唇釉,06 Hex,17.43 ,https://cf.shopee.ph/file/ph-11134207-7ra0g-mdmv2c6420hnb6,http://shopee.ph/product/1527855335/42464085551,Makeup,唇部彩妆,IVCN2026082411850,'281160034959,https://detail.1688.com/offer/998440139780.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHUEVKHKFMUIQ2NLJNEONBUIRAVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEQQK2KRJU4SSXI42FSVCNLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688三档价,2026/8/24,'42464085551,17.43 ,相似款（LFF）,,唇蜜
9月化妆品热销常规品- Huda Beauty 定妆散粉 透明蜜粉 控油面部,cherry blossom,11.00 ,https://cf.shopee.vn/file/sg-11134201-820ok-mnjocprd2rd160,http://shopee.vn/product/1400606865/42480415662,Makeup,面部彩妆,IVCN2026082411857,'375844772697,https://detail.1688.com/offer/1051512251467.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,2026/8/24,'42480415662,11.00 ,100%同款,,蜜粉
